"city","state","zip","lat","long","id_geolocation","population"
Detroit,MI,48234,42.4337,-83.0434,502,673342
Huntington,WV,25701,38.4097,-82.4423,503,74975
Lewisville,TX,75067,33.0198,-96.9925,504,109212
Burbank,IL,60459,41.7447,-87.7699,505,28929
Gaston,IN,47342,40.2948,-85.4898,506,2693
Knoxville,IL,61448,40.9107,-90.2871,507,3823
Cerritos,CA,90703,33.8669,-118.0686,508,49399
Palisades Park,NJ,7650,40.8462,-73.9954,509,19601
Martinsburg,WV,25404,39.4852,-77.8954,510,58793
Bolivar,OH,44612,40.6347,-81.4464,511,5293
Portland,OR,97214,45.5142,-122.6364,512,841711
Hollywood,SC,29449,32.7105,-80.2744,513,7749
Chandler,AZ,85286,33.2711,-111.8311,514,255641
Charlotte,NC,28215,35.244,-80.7387,515,790689
Jacksonville,FL,32210,30.2687,-81.7473,516,847415
Topeka,KS,66604,39.0405,-95.7178,517,163415
Jamestown,OH,45335,39.6428,-83.7504,518,6939
Boca Raton,FL,33431,26.3799,-80.0975,519,210202
Dubuque,IA,52001,42.515,-90.6819,520,71168
Duncanville,TX,75137,32.6347,-96.9113,521,38530
Painter,VA,23420,37.5828,-75.8066,522,2376
Visalia,CA,93277,36.3114,-119.3065,523,142488
Torrington,CT,6790,41.8131,-73.1156,524,36482
Portland,OR,97206,45.484,-122.5973,525,841711
Plymouth,MA,2360,41.9104,-70.642,526,56271
Mission Viejo,CA,92692,33.6144,-117.6433,527,94804
Wilmette,IL,60091,42.0765,-87.7246,528,27020
Lake Peekskill,NY,10537,41.3374,-73.8838,529,2416
Winter Park,FL,32792,28.5974,-81.3036,530,71471
Atascadero,CA,93422,35.4754,-120.6638,531,31375
Glendora,CA,91740,34.1287,-117.8552,532,51180
Panama City,FL,32409,30.3117,-85.6923,533,118090
Georgetown,SC,29440,33.4308,-79.3235,534,28469
Sandy,UT,84094,40.5688,-111.8617,535,105585
Darlington,PA,16115,40.7968,-80.4556,536,3287
Anchorage,AK,99508,61.206,-149.8101,537,242037
Melrose Park,IL,60164,41.9214,-87.8924,538,47480
Rockford,IL,61102,42.2547,-89.1247,539,189162
Shreveport,LA,71115,32.3401,-93.6092,540,228095
Twentynine Palms,CA,92277,34.1455,-116.0601,541,27757
Portland,OR,97219,45.458,-122.7074,542,841711
Toledo,OH,43605,41.6525,-83.5085,543,316948
Flagstaff,AZ,86001,35.1859,-111.662,544,84499
Houston,TX,77047,29.6254,-95.375,545,2906700
Omaha,NE,68110,41.2933,-95.9361,546,518429
Cedar City,UT,84721,37.8788,-113.2045,547,40666
Washington,PA,15301,40.1717,-80.256,548,49331
Tulsa,OK,74112,36.147,-95.907,549,413574
Antioch,CA,94509,37.9939,-121.8089,550,102729
Castro Valley,CA,94546,37.7015,-122.0782,551,56663
Topeka,KS,66614,39.0154,-95.7469,552,163415
Fort Worth,TX,76126,32.64,-97.5448,553,813980
Saint Louis,MO,63109,38.5855,-90.2929,554,927396
Indianapolis,IN,46268,39.8682,-86.2123,555,910148
Gaithersburg,MD,20878,39.1125,-77.2515,556,135332
Fort Myers Beach,FL,33931,26.5761,-82.0712,557,10005
Green Valley,AZ,85614,31.8543,-111.0003,558,28220
Harrisonburg,VA,22802,38.4905,-78.8179,559,67593
Rockford,IL,61108,42.2514,-89.0235,560,189162
Brandon,FL,33511,27.9056,-82.2881,561,79613
Island,KY,42350,37.4471,-87.1692,562,1433
Christiansburg,VA,24073,37.1353,-80.4188,563,29793
Santa Ana,CA,92703,33.7489,-117.9072,564,348131
Lubbock,TX,79412,33.5463,-101.8577,565,254282
Merced,CA,95341,37.2308,-120.5144,566,97703
Andrews,NC,28901,35.1959,-83.8228,567,5354
Grand Blanc,MI,48439,42.9282,-83.6264,568,49209
Sacramento,CA,95822,38.5091,-121.4935,569,757530
Bunnlevel,NC,28323,35.3119,-78.8405,570,3182
Rockford,IL,61107,42.2786,-89.0361,571,189162
Canton,OH,44710,40.7911,-81.4169,572,192805
Lisbon,ND,58054,46.456,-97.6369,573,3128
Manhattan Beach,CA,90266,33.8896,-118.3996,574,35135
Ephrata,WA,98823,47.2771,-119.5336,575,11055
Fort Collins,CO,80521,40.5813,-105.1039,576,175625
Derby,CT,6418,41.3229,-73.08,577,12914
Bend,OR,97702,44.0223,-121.2985,578,105390
Las Cruces,NM,88007,32.3224,-106.8041,579,143900
Okeechobee,FL,34972,27.4203,-80.9454,580,43841
Hubbard,OR,97032,45.1604,-122.7541,581,5043
Joliet,IL,60431,41.4712,-87.9391,582,128354
Maple Shade,NJ,8052,39.9511,-74.9946,583,19172
Dracut,MA,1826,42.6764,-71.3186,584,29422
Somerset,NJ,8873,40.5007,-74.5013,585,49921
Southlake,TX,76092,32.9485,-97.1524,586,26669
Rio Rancho,NM,87144,35.324,-106.7099,587,89123
Mission,TX,78572,26.2644,-98.3909,588,167182
Birmingham,AL,35211,33.4816,-86.859,589,493806
International Falls,MN,56649,48.5344,-93.1317,590,9932
Lebanon,PA,17046,40.3812,-76.4368,591,66923
Hawi,HI,96719,20.238,-155.838,592,1692
Tinley Park,IL,60477,41.5825,-87.805,593,65089
Lucama,NC,27851,35.6415,-78.0197,594,5268
Reynolds Station,KY,42368,37.7403,-86.7414,595,1325
Lorena,TX,76655,31.4093,-97.2302,596,7831
Teague,TX,75860,31.6328,-96.2778,597,6644
Chesapeake City,MD,21915,39.5133,-75.8406,598,3030
Collinsville,IL,62234,38.6835,-89.9853,599,33430
Safford,AZ,85546,32.8295,-109.6266,600,19677
Wildwood,NJ,8260,38.9949,-74.838,601,13661
Oak Grove,MO,64075,38.9985,-94.1399,602,11810
Pretty Prairie,KS,67570,37.7783,-97.9886,603,1338
Bridgewater,NJ,8807,40.5904,-74.6267,604,37972
Corbett,OR,97019,45.5221,-122.2417,605,3161
Horton,AL,35980,34.19,-86.3173,606,5161
Deltona,FL,32725,28.8989,-81.2473,607,88735
Sanford,NC,27330,35.4698,-79.1717,608,68183
Milpitas,CA,95035,37.4352,-121.895,609,66943
Hebron,KY,41048,39.0755,-84.7007,610,13959
Tupelo,MS,38801,34.2538,-88.7209,611,47156
Louisville,KY,40222,38.2674,-85.6237,612,736284
Clarksburg,WV,26301,39.2874,-80.3419,613,30435
Hendersonville,NC,28792,35.3613,-82.4264,614,66646
New York City,NY,10016,40.7443,-73.9781,615,1577385
Colorado Springs,CO,80920,38.9497,-104.767,616,525713
Saint Bernard,LA,70085,29.8611,-89.8364,617,4427
Baltimore,MD,21213,39.3127,-76.581,618,635495
Atlanta,GA,30318,33.7865,-84.4454,619,900273
Freeport,TX,77541,29.0357,-95.3379,620,17412
Valley Center,CA,92082,33.249,-117.0122,621,19037
Concord,CA,94521,37.9575,-121.975,622,123688
Mesa,AZ,85205,33.4368,-111.7129,623,478404
Denver,CO,80238,39.7388,-104.4083,624,990452
Bishopville,MD,21813,38.4296,-75.1855,625,2852
Trenton,NJ,8611,40.1967,-74.7416,626,270100
San Antonio,TX,78216,29.5334,-98.4975,627,1595797
Richmond,CA,94804,37.9265,-122.3342,628,81602
Youngstown,FL,32466,30.3269,-85.5169,629,5641
Boca Raton,FL,33486,26.3481,-80.1104,630,210202
Winder,GA,30680,33.9985,-83.7115,631,37837
Berwick,ME,3901,43.2899,-70.855,632,7246
Massapequa,NY,11758,40.6682,-73.4588,633,53804
Bronson,MI,49028,41.8643,-85.1838,634,6387
Corona Del Mar,CA,92625,33.6021,-117.8743,635,12478
Chicago,IL,60639,41.9202,-87.7535,636,2680484
Winter Springs,FL,32708,28.6831,-81.2814,637,42012
Quincy,IL,62301,39.9307,-91.3763,638,51810
New Philadelphia,PA,17959,40.6754,-76.1558,639,1422
Maricopa,AZ,85138,33.0073,-111.9324,640,51612
Ashland,OH,44805,40.8559,-82.3189,641,32345
Dyersburg,TN,38024,36.0444,-89.3836,642,27406
Bronx,NY,10475,40.8729,-73.8278,643,1382480
Baxter,MN,56425,46.3429,-94.2822,644,7655
Desert Hot Springs,CA,92240,33.9531,-116.5219,645,43525
Grants Pass,OR,97527,42.3989,-123.3538,646,67918
Chilton,WI,53014,44.0242,-88.1827,647,7962
Austin,TX,78705,30.2896,-97.7396,648,940359
Lake Havasu City,AZ,86403,34.4814,-114.3483,649,55808
Fort Smith,AR,72901,35.3653,-94.411,650,90141
Columbia,PA,17512,40.0391,-76.4862,651,17836
Cleveland,OH,44128,41.4416,-81.5486,652,769341
Laurel,MD,20723,39.1208,-76.8434,653,102149
Laramie,WY,82070,41.439,-105.801,654,35371
Moreno Valley,CA,92557,33.9553,-117.2457,655,193933
Omaha,NE,68105,41.2435,-95.9629,656,518429
Knoxville,TN,37931,35.9924,-84.1201,657,391389
Mount Vernon,WA,98273,48.4352,-122.2082,658,45330
Los Lunas,NM,87031,34.7806,-106.7115,659,44075
Madison,AL,35756,34.643,-86.8168,660,63731
Erving,MA,1344,42.6076,-72.4292,661,1498
Philipp,MS,38950,33.7574,-90.2091,662,334
Rockwall,TX,75087,32.9492,-96.4418,663,56131
Monongahela,PA,15063,40.1937,-79.9241,664,11677
Sacramento,CA,95828,38.4826,-121.4006,665,757530
Minneapolis,MN,55405,44.9702,-93.3047,666,1022298
Addison,MI,49220,42.0036,-84.3122,667,2290
The Colony,TX,75056,33.094,-96.8836,668,47852
Watertown,MA,2472,42.37,-71.1773,669,32014
Arvada,CO,80003,39.8286,-105.0655,670,122111
Lake Mills,WI,53551,43.0816,-88.9133,671,8273
Fort Worth,TX,76107,32.7392,-97.3852,672,813980
Berwyn,IL,60402,41.8347,-87.7914,673,63448
Princeton Junction,NJ,8550,40.2669,-74.6511,674,19445
Ewa Beach,HI,96706,21.3274,-158.0103,675,62730
Steelville,MO,65565,37.8904,-91.3032,676,5854
La Mesa,CA,91942,32.7835,-117.0189,677,69848
Dallas,TX,75224,32.7114,-96.8387,678,1263321
Statesboro,GA,30461,32.45,-81.7158,679,54956
Fullerton,CA,92833,33.8766,-117.9551,680,134733
Baton Rouge,LA,70802,30.4438,-91.1775,681,378909
Saint Martinville,LA,70582,30.2237,-91.7794,682,19781
North Dartmouth,MA,2747,41.6338,-70.9958,683,22927
Greeneville,TN,37743,36.1316,-82.8692,684,43989
Tucson,AZ,85750,32.2974,-110.8404,685,865276
New York City,NY,10065,40.7651,-73.9638,686,1577385
Hubertus,WI,53033,43.2343,-88.2311,687,4885
Weidman,MI,48893,43.6453,-85.0046,688,5212
Cuero,TX,77954,29.091,-97.2812,689,11506
Los Angeles,CA,90057,34.0622,-118.2763,690,2383912
Tuscaloosa,AL,35401,33.1969,-87.5627,691,112654
Elmont,NY,11003,40.6976,-73.7049,692,41356
Fayetteville,NC,28311,35.1294,-78.8982,693,238602
Baton Rouge,LA,70816,30.4273,-91.0356,694,378909
Ventura,CA,93003,34.2846,-119.2222,695,112613
Browns Valley,CA,95918,39.2882,-121.3303,696,2339
Nashville,KS,67112,37.4344,-98.4171,697,227
West Palm Beach,FL,33406,26.6396,-80.0827,698,459921
Brentwood,CA,94513,37.9324,-121.6894,699,54605
Chicago Heights,IL,60411,41.5087,-87.5904,700,58136
Highland,NY,12528,41.7167,-73.9928,701,13344
Middle Island,NY,11953,40.8782,-72.9525,702,13553
Cleveland,OH,44119,41.5882,-81.5468,703,769341
Saint Albans,ME,4971,44.9293,-69.3992,704,2005
Mount Carmel,IL,62863,38.4147,-87.7911,705,10183
Forest,MS,39074,32.347,-89.4672,706,14896
Jefferson City,MO,65109,38.5773,-92.2443,707,68677
York,PA,17406,40.0046,-76.5947,708,175624
Waynesboro,TN,38485,35.322,-87.7395,709,6502
Sharpsburg,MD,21782,39.4424,-77.7511,710,4097
Greenwood,IN,46142,39.6224,-86.149,711,78968
Fairhope,AL,36532,30.5012,-87.8835,712,27829
Randolph,NJ,7869,40.8456,-74.5725,713,25291
Londonderry,NH,3053,42.8656,-71.3772,714,23957
Phoenix,AZ,85017,33.5153,-112.1212,715,1312922
El Dorado Springs,MO,64744,37.8652,-94.0124,716,7836
Odessa,TX,79761,31.8579,-102.3523,717,137390
Piedmont,SC,29673,34.7244,-82.4702,718,25348
Denver,CO,80226,39.7123,-105.0918,719,990452
Monett,MO,65708,36.9212,-93.9258,720,12624
Tampa,FL,33618,28.0763,-82.4852,721,717255
Saint Louis,MO,63113,38.659,-90.2496,722,927396
Palos Verdes Peninsula,CA,90274,33.7866,-118.2987,723,25209
Torrance,CA,90503,33.8397,-118.3542,724,174353
Westville,FL,32464,30.8747,-85.913,725,3994
Pocatello,ID,83204,42.8465,-112.4434,726,78008
Tallahassee,FL,32305,30.334,-84.287,727,245317
Spring,TX,77380,30.1441,-95.4703,728,316665
Jamaica,NY,11432,40.7119,-73.7944,729,224445
Ray City,GA,31645,31.0825,-83.2143,730,5147
Indio,CA,92201,33.7287,-116.0357,731,87432
Albany,NY,12211,42.713,-73.7739,732,151022
Honey Brook,PA,19344,40.0832,-75.8843,733,11919
Sullivan,OH,44880,41.0368,-82.2172,734,2864
Herkimer,NY,13350,43.0307,-74.9876,735,10093
Far Rockaway,NY,11691,40.6006,-73.758,736,71951
Salt Lake City,UT,84105,40.7372,-111.8581,737,594043
Papillion,NE,68133,41.1416,-96.0131,738,34894
Saint Louis,MO,63101,38.6346,-90.1913,739,927396
Ringgold,LA,71068,32.3263,-93.2982,740,3627
Lake Jackson,TX,77566,29.0393,-95.4401,741,28739
Belleville,IL,62226,38.5352,-90.0006,742,95666
Enid,OK,73703,36.3975,-97.9157,743,53026
Shipshewana,IN,46565,41.6633,-85.5932,744,7950
Philadelphia,PA,19103,39.9513,-75.1741,745,1526206
Lindsay,CA,93247,36.2096,-119.0884,746,17423
Brooklyn,NY,11237,40.7006,-73.918,747,2504700
Celina,TX,75009,33.3103,-96.7673,748,8785
Port Washington,NY,11050,40.835,-73.6964,749,30171
Littleton,CO,80122,39.5814,-104.9557,750,320420
Deville,LA,71328,31.3587,-92.2233,751,7414
Flanders,NJ,7836,40.8453,-74.7019,752,12568
Graniteville,VT,5654,44.1554,-72.4847,753,970
Las Vegas,NV,89147,36.1128,-115.2801,754,1417793
Helena,MT,59602,46.7074,-111.958,755,53568
Englishtown,NJ,7726,40.2825,-74.3424,756,42508
Ottumwa,IA,52501,41.0309,-92.4098,757,30220
Clinton,MD,20735,38.7549,-76.9026,758,35421
San Francisco,CA,94121,37.7786,-122.4892,759,805301
Center,CO,81125,37.7343,-106.0906,760,3447
Miami,FL,33145,25.7539,-80.2253,761,1737737
Fort Lauderdale,FL,33324,26.1255,-80.2644,762,711693
Lafayette,LA,70507,30.2813,-92.016,763,151705
Thousand Oaks,CA,91360,34.2092,-118.8739,764,78447
Corpus Christi,TX,78413,27.691,-97.3983,765,306433
Waxhaw,NC,28173,34.9251,-80.7278,766,45097
Philadelphia,PA,19134,39.9925,-75.1133,767,1526206
Surprise,AZ,85374,33.63,-112.3314,768,119941
Tucker,GA,30084,33.857,-84.216,769,35921
Thiensville,WI,53092,43.2359,-87.9812,770,20024
Salem,OR,97304,44.9588,-123.0753,771,249657
Murray,KY,42071,36.6099,-88.3032,772,29655
Tomball,TX,77377,30.0615,-95.6821,773,68059
Charleston,SC,29492,32.9668,-79.8528,774,195110
Stockton,CA,95212,38.0315,-121.2589,775,357430
Dallas,TX,75248,32.9682,-96.7942,776,1263321
Moravia,NY,13118,42.7355,-76.399,777,6382
Pittsburgh,PA,15204,40.4554,-80.0644,778,687276
Clayton,GA,30525,34.8826,-83.4066,779,7364
Stedman,NC,28391,35.0347,-78.6949,780,5302
Johns Island,SC,29455,32.8357,-79.8217,781,20478
Tulsa,OK,74106,36.1883,-95.986,782,413574
Wheeler,TX,79096,35.4319,-100.2568,783,2229
Clearwater,FL,33756,27.947,-82.7943,784,172247
Green Cove Springs,FL,32043,29.9983,-81.7647,785,24632
Edmond,OK,73013,35.6215,-97.4733,786,116001
Scranton,PA,18509,41.4274,-75.6465,787,95251
Asheville,NC,28805,35.6004,-82.4918,788,120389
Gardena,CA,90247,33.8925,-118.2961,789,84103
Anchorage,AK,99507,61.1535,-149.8289,790,242037
Scipio,IN,47273,39.0665,-85.7129,791,1849
Springville,UT,84663,40.1625,-111.5987,792,29975
Hartsville,IN,47244,39.2186,-85.7176,793,786
Louisville,KY,40228,38.1442,-85.6265,794,736284
Salem,IL,62881,38.6264,-88.9481,795,11385
Hollywood,FL,33021,26.0218,-80.1891,796,420284
Whiteland,IN,46184,39.5611,-86.0723,797,11806
Hoboken,NJ,7030,40.7445,-74.0329,798,50005
Mullica Hill,NJ,8062,39.7252,-75.2065,799,15756
Wewoka,OK,74884,35.1463,-96.628,800,6024
San Diego,CA,92105,32.7423,-117.0947,801,1241364
Schuyler Falls,NY,12985,44.5882,-73.6895,802,1072
Winfield,AL,35594,33.9303,-87.7972,803,7794
Deerfield,IL,60015,42.1705,-87.859,804,26800
Arnold,MD,21012,39.0476,-76.4941,805,21317
La Jolla,CA,92037,32.8455,-117.2521,806,46781
Sandpoint,ID,83864,48.312,-116.5332,807,17076
Whitesburg,TN,37891,36.2621,-83.1458,808,3626
Ticonderoga,NY,12883,43.8463,-73.4426,809,5025
Cedar Bluff,AL,35959,34.2417,-85.6026,810,4836
Belgrade,MT,59714,45.7801,-111.1439,811,18182
Kissimmee,FL,34746,28.268,-81.4675,812,228365
Princeton,IN,47670,38.3525,-87.5691,813,12352
Marion,TX,78124,29.5684,-98.1517,814,5609
Killeen,TX,76542,31.0376,-97.6809,815,164094
Othello,WA,99344,46.8527,-118.9932,816,16817
Seville,OH,44273,41.0227,-81.8562,817,6718
Liverpool,NY,13090,43.1528,-76.2235,818,52280
Chesapeake,VA,23320,36.7352,-76.2384,819,222272
Espanola,NM,87532,35.9872,-106.0717,820,18408
Toms River,NJ,8755,39.9999,-74.2228,821,122197
Nashua,NH,3064,42.779,-71.4748,822,86494
Naperville,IL,60564,41.704,-88.1952,823,160668
Indianapolis,IN,46237,39.673,-86.0757,824,910148
Reno,NV,89512,39.5483,-119.7957,825,276896
Las Vegas,NV,89129,36.245,-115.2743,826,1417793
Burbank,CA,91505,34.169,-118.3442,827,106841
Toney,AL,35773,34.9116,-86.7,828,13018
Daytona Beach,FL,32114,29.2012,-81.0371,829,145713
Austin,TX,78741,30.2315,-97.7223,830,940359
Mesa,AZ,85207,33.4321,-111.6426,831,478404
Kettle Falls,WA,99141,48.6364,-118.0548,832,5240
Lemoore,CA,93245,36.2682,-119.8173,833,37412
Lawrence,KS,66047,38.9407,-95.2779,834,94117
Crown Point,IN,46307,41.4236,-87.3556,835,60619
Gainesville,FL,32603,29.6515,-82.3493,836,197025
Wachapreague,VA,23480,37.6044,-75.6925,837,328
Miami Beach,FL,33141,25.8486,-80.1446,838,95666
Quanah,TX,79252,34.2956,-99.7494,839,3202
Benton,AR,72015,34.4933,-92.5896,840,50653
Sebastian,FL,32958,27.7901,-80.4784,841,34445
Mill Valley,CA,94941,37.8958,-122.5339,842,30496
Swansea,SC,29160,33.7339,-81.0933,843,8255
Beaumont,TX,77713,30.085,-94.2607,844,142692
Eastlake,OH,44095,41.6587,-81.4445,845,33579
Houston,TX,77087,29.6876,-95.3011,846,2906700
Clarkton,NC,28433,34.503,-78.6313,847,5050
Chattanooga,TN,37405,35.0768,-85.3082,848,198659
Houston,TX,77095,29.8941,-95.6481,849,2906700
La Place,LA,70068,30.0777,-90.4895,850,34101
Graford,TX,76449,32.9242,-98.337,851,2434
Southbridge,MA,1550,42.075,-72.0353,852,16719
Ringgold,GA,30736,34.9205,-85.1549,853,41029
Cutler,OH,45724,39.4042,-81.7657,854,1744
Edinburg,TX,78542,26.4661,-98.0695,855,136507
Tularosa,NM,88352,33.065,-106.0108,856,5188
Nipomo,CA,93444,35.0298,-120.4894,857,19244
Yankton,SD,57078,42.8821,-97.3986,858,19121
Poway,CA,92064,32.9756,-117.0402,859,47904
Calhoun,GA,30701,34.4965,-84.9345,860,40053
Jamestown,CA,95327,37.8906,-120.4717,861,9806
Dayton,OH,45426,39.7982,-84.3211,862,479994
Hammond,LA,70403,30.4911,-90.4697,863,47940
Newington,CT,6111,41.686,-72.7296,864,30562
Albany,GA,31705,31.5464,-84.0783,865,101511
Burnsville,NC,28714,35.903,-82.2876,866,16753
Burbank,CA,91501,34.1862,-118.3009,867,106841
Salt Lake City,UT,84102,40.76,-111.8627,868,594043
Turlock,CA,95382,37.5239,-120.8517,869,77377
Suffield,CT,6078,41.99,-72.642,870,12413
Woodinville,WA,98077,47.7529,-122.0582,871,35897
Castroville,CA,95012,36.7732,-121.7463,872,10320
Los Angeles,CA,90018,34.029,-118.3152,873,2383912
Granby,CO,80446,40.0739,-105.9285,874,3715
Eastview,KY,42732,37.6061,-86.0906,875,2120
Downers Grove,IL,60515,41.8034,-88.0138,876,56587
Mesa,AZ,85201,33.4317,-111.8469,877,478404
Rutherfordton,NC,28139,35.3706,-81.9781,878,20111
Minooka,IL,60447,41.4615,-88.2786,879,13709
Gray,ME,4039,43.8942,-70.3429,880,7422
Richmond,MN,56368,45.4605,-94.5361,881,4239
Perry,NY,14530,42.7229,-78.0059,882,5575
Quitman,AR,72131,35.405,-92.1333,883,4631
Seymour,TN,37865,35.87,-83.7495,884,20912
Minneapolis,MN,55428,45.0632,-93.3811,885,1022298
Jonesboro,LA,71251,32.2483,-92.6944,886,9051
Pawtucket,RI,2860,41.8729,-71.3907,887,71377
New Holland,PA,17557,40.1005,-76.0801,888,13811
Rhome,TX,76078,33.054,-97.4817,889,8572
Fox Lake,IL,60020,42.3937,-88.1648,890,9825
Hoboken,GA,31542,31.1431,-82.1207,891,2811
Newark,NJ,7107,40.7607,-74.1882,892,277237
Spotsylvania,VA,22551,38.162,-77.6854,893,33177
Whitefish,MT,59937,48.404,-114.3509,894,12588
Canton,OH,44707,40.7598,-81.35,895,192805
Summit,NJ,7901,40.7149,-74.3642,896,22806
Silver Spring,MD,20904,39.0668,-76.9969,897,282095
Trumbauersville,PA,18970,40.3286,-75.1028,898,696
Fort Worth,TX,76115,32.6796,-97.3336,899,813980
Myakka City,FL,34251,27.3648,-82.1849,900,6351
Liberty,NC,27298,35.8729,-79.5821,901,10336
Buttonwillow,CA,93206,35.4033,-119.4659,902,2300
El Paso,TX,79903,31.7862,-106.4406,903,749635
Roxboro,NC,27573,36.4059,-78.9737,904,25787
Spring Lake,MI,49456,43.0887,-86.1915,905,18581
Renton,WA,98059,47.5058,-122.1157,906,141407
Hays,NC,28635,36.31,-81.1161,907,3901
Hamilton,IN,46742,41.5566,-84.8951,908,3488
Berea,OH,44017,41.3676,-81.8618,909,19161
Haines,AK,99827,59.2519,-135.542,910,2602
Fremont,CA,94538,37.5308,-121.9712,911,214112
Nelsonville,OH,45764,39.4556,-82.2309,912,9431
Mansfield,TX,76063,32.5773,-97.1416,913,61361
Staten Island,NY,10305,40.5973,-74.0768,914,468730
Bartlett,IL,60103,41.9794,-88.2063,915,41928
Sussex,NJ,7461,41.2292,-74.5992,916,19563
Lewiston,ID,83501,46.3646,-116.8609,917,34230
Lorida,FL,33857,27.415,-81.1965,918,1728
Dexter,OR,97431,43.9217,-122.8424,919,2335
Zephyrhills,FL,33542,28.2303,-82.1779,920,94033
Matthews,NC,28105,35.1149,-80.705,921,67626
Paragould,AR,72450,36.06,-90.5251,922,36033
Napa,CA,94558,38.4549,-122.2564,923,94014
Palestine,TX,75801,31.7588,-95.6342,924,39196
Otis,KS,67565,38.5353,-99.0534,925,429
Crescent,IA,51526,41.3644,-95.8276,926,1753
Tacoma,WA,98422,47.2948,-122.3983,927,323239
Lodi,OH,44254,41.0327,-82.0147,928,4833
Saratoga,CA,95070,37.2713,-122.0227,929,30617
Burlington,MA,1803,42.5089,-71.2004,930,24487
Enfield,NC,27823,36.1973,-77.7129,931,8201
Abbeville,GA,31001,31.9648,-83.3068,932,4816
Saint Louis,MO,63143,38.6111,-90.3225,933,927396
Oro Valley,AZ,85755,32.4738,-110.9553,934,15107
Jeffersonville,GA,31044,32.7411,-83.3859,935,2911
New Columbia,PA,17856,41.0541,-76.9019,936,3365
Tulsa,OK,74133,36.0467,-95.8841,937,413574
New York City,NY,10001,40.7484,-73.9967,938,1577385
Conroe,TX,77384,30.2257,-95.4924,939,130233
Metter,GA,30439,32.401,-82.0607,940,10877
Simi Valley,CA,93063,34.3046,-118.6844,941,126874
Los Angeles,CA,90004,34.0762,-118.3029,942,2383912
Southington,CT,6489,41.6052,-72.8727,943,32067
Glendale Heights,IL,60139,41.9205,-88.0793,944,34381
Tallassee,AL,36078,32.551,-85.8978,945,13179
Duluth,GA,30096,33.9845,-84.1529,946,103980
Valley Stream,NY,11580,40.6742,-73.7057,947,60957
Bethany,LA,71007,32.3662,-94.0034,948,1141
Sparks,NV,89434,39.5502,-119.7178,949,110014
Mcdonough,GA,30253,33.451,-84.1544,950,90808
Howard Beach,NY,11414,40.6588,-73.8438,951,26148
Saint Augustine,FL,32086,29.8285,-81.3237,952,109984
Henderson,TN,38340,35.4269,-88.6398,953,12935
Garden Grove,CA,92841,33.7817,-117.9766,954,172782
Fort Lauderdale,FL,33313,26.1487,-80.2075,955,711693
Holiday,FL,34691,28.1913,-82.756,956,34216
Lancaster,PA,17601,40.0766,-76.3107,957,164596
Minneapolis,MN,55411,44.9996,-93.3005,958,1022298
Oakwood,GA,30566,34.2372,-83.894,959,7906
Royersford,PA,19468,40.2075,-75.5329,960,25536
Mount Pleasant,TN,38474,35.5301,-87.2037,961,7802
Clinton,IA,52732,41.8517,-90.2078,962,28293
Tucson,AZ,85710,32.2138,-110.824,963,865276
Greenbrier,TN,37073,36.4229,-86.7914,964,13350
Nashville,TN,37211,36.0725,-86.724,965,431336
Bath,NY,14810,42.3575,-77.3028,966,12356
North Port,FL,34288,27.0498,-82.1288,967,62009
Tacoma,WA,98445,47.1291,-122.4094,968,323239
Saint Louis,MO,63129,38.4566,-90.3282,969,927396
Holland,MI,49424,42.8135,-86.1426,970,89737
Fontana,CA,92337,34.0498,-117.4706,971,221665
Knoxville,TN,37932,35.9335,-84.1481,972,391389
Manistee,MI,49660,44.2635,-86.1825,973,14066
Ulster Park,NY,12487,41.8651,-73.9948,974,3268
San Luis Obispo,CA,93401,35.2635,-120.6509,975,63473
Denver,CO,80221,39.838,-104.9988,976,990452
Allen,TX,75002,33.0934,-96.6454,977,93487
Autaugaville,AL,36003,32.4625,-86.7149,978,1975
